Id	text	user_location
540	kok bau produk negeri buat perintah punya nama bagus brand image bagus bayang laptop merah putih vaksin nusantara rasa belanja zaman majapahit	East Java, Indonesia
541	negara sedang juang atas covid jangan parah narasi provokasi cegah vaksinasi	East Java, Indonesia
542	forkopimda jatim cek vaksinasi jombang realisasi memo herd immunity surabaya	East Java, Indonesia
543	besok jadwal vaksin rumah sakit cukup jauh rumah bingung pergi sendiri minta antar ayah vaksin pertama langsung tidur kurang percaya diri suruh bawa kendara sendiri pergi kerja	East Java, Indonesia
544	benar vaksin rugi individu milik sakit bawa desa orang tinggal vaksin	East Java, Indonesia
545	pertama kali mau vaksin perang dulu	East Java, Indonesia
546	bos mau vaksin alhamdulillah kalau mudah jgn sulit birokrasi	East Java, Indonesia
547	update kembang vaksinasi covid indonesia per juli wib	East Java, Indonesia
548	program vaksin riset terus laku berapa jumlah korban timbul sungguh ironi seluruh negeri	East Java, Indonesia
549	sama hari kasus kemudian hari keluar positif swab pcr lalu langsung minta vaksin bingung benar benar minta vaksin swab pcr benar cukup jengkel akhir erti	East Java, Indonesia
550	sayang sekali vaksin	East Java, Indonesia
551	min tertib daerah administrasi mau vaksin hilang layan mau bikin ktp sertifikat vaksin lingkar setan min kapan pandemi akhir	East Java, Indonesia
552	sini antri konser sini antri vaksin ingat gaaaaaaaaaaa	East Java, Indonesia
553	pemkab madiun mulai vaksinasi covid anak hari anak	East Java, Indonesia
554	pagi baca lebai jual obat minyak urut pagi lebai mau marah dah harap dah nyata darurat pkp sop vaksin kasus pound naik jgn turun hanggok pnipu perintah buta	East Malaysia
555	indra gabung tim jenner institute pimpin profesor sarah gilbert ilmuwan standing ovation tanding buka wimbledon	East Nusa Tenggara, Indonesia
556	kupang semua layan administrasi layan tunjuk kartu vaksin padahal sedia vaksin jumlah tenaga sehat imbang jumlah orang	East Nusa Tenggara, Indonesia
557	dok kemarin dr cicalengka mau bandung pakai krd pintu masuk stasiun minta hasil swab antigen pcr sertifikat vaksin pergi bandung vaksinasi	Garut, Indonesia
558	sertifikat vaksin nga afa pakai swab pcr ant gen	Garut, Indonesia
559	fotokopi kunci bawa ktp asli kalau fotokopi sah kalau negara percaya vaksin pasang microchip	Garut, Indonesia
560	jadi inget jargon cijerah smart city mau masuk pasar pola scan dulu vaksin masuk pasar tweet tahun	Garut, Indonesia
561	perlu vaksinasi	Garut-Bdg-Parigi Jawa Barat
562	sivitas vaksin tumpah efek samping rasa vaksin	Gd. Rektorat Unpad, Jatinangor
563	pergi kantor pagi hari kemarin kerja hari vaksin	Gianyar, Bali
564	hmmm punya vaksin sinovac kemarin pergi planet namek	Gianyar, Indonesia
565	informasi vaksin ndoro kebumen minim informasi ndoro hari jalan gombong kebumen hasil stok vaksin kosong mohon bantu ekstrak informasi vaksin	Gombong, Indonesia
566	kalau takut jangan vaksin kuota vaksin buang percuma orang kaya rich	Gresik
567	vaksin gresik bingung semua arah web padahal web down	Gresik, Indonesia
568	singapura as uni eropa mulai alih fokus vaksinasi temu obat covid	Gresik, Indonesia
569	ayo dukung vaksin nusantara isi survey singkat link bawah pandemi segera akhir terima kasih	Gresik, Indonesia
570	diam ruang publik asai kotak suara a arief ratna sarumpaet tampar zona berangkat haji h dana hassan jemaah haji r ramli logo pki topi h nurwahid vaksin covid ichsannurdin milik	Gresik, Indonesia
571	penting vaksinasi betapa penting vaksin tubuh vaksin salah satu cara paling penting efektif cegah sakit jaga kondisi tubuh	Gresik, Indonesia
572	pihak swasta kerja sama vaksinasi masyarakat indonesia sumbang semua vaksin sinopharm layan gratis semua orang bukan karyawan bayar usaha	Gresik, Indonesia
573	tingkat cakup vaksinasi bukti mampu turun angka mati inggris walaupun jadi lonjak kasus ayo vaksin segera usaha vaksinasi mati tinggi indonesia cakup vaksinasi rendah	Gresik, Indonesia
574	ppkm anggar ratus triliun rupiah uang mana utang beli vaksin ratus triliun utang habis anggar korupsi sekarang jokowi tahu kritik masuk sosmed nya pake admin setir planga plongo	Gresik, Jawa Timur
575	vaksinasi vaksin tingkat sistem kebal sistem kebal hati	Gresik, Jawa Timur
576	anies klaim juta warga dki jakarta milik tahap vaksin covid	Gunung Putri, Indonesia
577	bismillah upaya terus laku bagai daerah mui bpom beri jamin upaya sebut kemudian tawakal allah pks partai politik pertama vaksinasi kota tangerang selatan	Gunung Putri, Indonesia
578	imunisasi massal gabung jadi satu acara tambaksari vaksin tiap desa lihat apa jadi tambaksari sekarang luar stadion kerumun biasa ppkm apa kabar	Gunung Putri, Indonesia
579	sabah byk daerah cnie jabat kesihatan dekat program outreach daftar vaksin vaksin dtg orang sbb jauh perlu dtg ppv so jgn kata sabah xda perlu handpon bukan smart pon	Gunung kinabalu
580	hampir vaksin perlu marah darah naik	Gunungkidul, Yogyakarta.
581	innalilahi wa innalillahi rajion tenkes tinggal covid dokter sendiri kecil selalu mendiagnosa sakit beri obat akhir kali temu bawa laku giat vaksinasi cirebon paviliun bupati	Indonesia 
582	baca komentar komennya nyata masalah vaksin sekarang kayak item step by step	Indonesia . Bengkulu
583	bagaimana cara kerja vaksin covid tubuh anak anak orang dewasa	Indonesia Jakarta
584	vaksin arah langsung jadi paksa meski orang mungkin pilih layan sehat risiko paksa langgar hak asasi manusia	Indonesia West Java
585	warga jembrana jaring razia vaksin covid	Indonesia West Java
586	berapa hari vaksin kena bu	Indonesia, Pekanbaru
587	jadi kalau lihat tulis orang ragu vaksin covid ambil positif tuju orang terlalu naif lebih kritis lihat lebih waspada mudah ajar sejarah bu siti fadilah saksi hidup coba renung	Indonesia,Jakarta
588	ikut prosedur vaksin	Indragiri Hilir, Riau
589	ayo warga lurah khusus vaksin langsung datang puskesmas cidempet syarat lihat gambar bawah	Indramayu, Indonesia
590	ngeselin pulang pulang retas sana sini lewat jalan tikus sekat sana sini vaksin rusak vaksin gratis mau bayar vaksin ketat pinjam pinjam identitas orang jaga jarak demo hoax rajalela uhh moga pandemi segera lalu	Indramayu, Indonesia
591	ayo warga lurah utama vaksin datang puskesmas cidempet syarat waktu lihat gambar bawah	Indramayu, Indonesia
592	covid sangat bahaya lindung diri keluarga protokol sehat selesai vaksin lambat rs lapang kurang oksigen cukup malam	Indramayu, Indonesia
593	ayo sempat datang tempat vaksinasi dekat	JAKARTA-INDONESIA
594	bosan lihat orang orang komentar tampak cukup informasi lapor fungsi vaksin bukan cegah infeksi cegah alami gejala parah vaksin prokes	JKT - BDO
595	mungkin demo ingat apa kata vaksin bayar bukankah kata pihak demokrasi	JKT - Indonesia
596	kalau anak besar mungkin protes besar siksa banget mana vaksin lebih murah tagih rumah sakit	JKT | ID
597	perlu bingung soal kartu vaksin print lalu aplikasi	JKT, Indonesia
598	italia wajib bukti vaksin aktivitas warga luar rumah	JKT-INA
599	paksa jangan kamu sesal aku hilang ibu vaksin benar benar kurang virus	JKT-SOC
600	kemarin list vaksin sana sini penuh akhir atas saran followers suruh puskesmas dekat akhir sinovac oke penting vaksin apa merknya penting usaha maju	JOGJA
601	tetap semangat optimis jalan hari tengah pandemi laku vaksin patuh prosedur moga sehat selalu pikir baik	Jagakarsa, Indonesia
602	astrazeneca janji tingkat produksi distribusi vaksin asia tenggara	Jailolo, Maluku Utara
603	infographic indonesia bicara vaksinasi apec informal summit	Jakarta
604	perspektif hak asasi manusia khusus hak ecosob tanggung jawab negara perintah penuh wajib lindung hak warga negara hormat hak orang jaga protokol sehat vaksin ikut anjur perintah	Jakarta
605	tadabbur sapa vaksinasi cinta ilahi	Jakarta
606	anggap salah salah ulang varian delta jauh lebih mudah tular serang semua laku jkw negatif keluarga konsisten tolak vaksin bst free handling mulai tes hingga makam peduli	Jakarta
607	vaksinasi covid anak ancol tiket gratis dufan sea world ocean	Jakarta
608	kemarin pulang kereta api syarat swab vaksinasi dosis minimal akhir mau vaksin dulu	Jakarta
609	vaksinasi dosis pertama laku bulan juli	Jakarta
610	pihak nasdem cara konsisten dukung cepat vaksinasi covid komitmen tunjuk sedia mobil vaksinasi nasdem perhati jadwal lokasi ikut jangan tinggal ayo vaksin	Jakarta
611	sama nih diabetes vaksinasi bu minggu minggu batuk lesu apa kurang batuk	Jakarta
612	sampa rumah nyata vaksin antigen stasiun suhu sini suhu beda jadi keluar nakal tambah perut keroncong mau kecil nanya nanya ibu sulit rumah akhir jadi rewel	Jakarta
613	hari suami vaksin dosis pertama moga dosis moga pulkam sehat bahagia jaya sentosa	Jakarta
614	arti survivor covid vaksin kapan	Jakarta
615	vaksin lindung gejala lebih parah teman kamar bu atlet wisma atlet vaksinasi icu smp plg makan bawang putih mentah anosmia cepat hilang	Jakarta
616	awal vaksin proses uji coba kata vaksin arti kebal infeksi vaksin lindung efek lebih parah meski vaksin proses kalau makan hoax kirain kebal	Jakarta
617	mana lokasi pusat vaksin cere	Jakarta
618	banding ln bantu buat vaksin jarak jauh	Jakarta
619	sama sama aplikasi caring protect jadwal kemarin pas tuju resepsionis malah tau apa apa soal vaksin sini vaksinasi pak cuma tau wahwww	Jakarta
620	berita populer desk nasional fotokopi ktp vaksin tambah kasus baru covid	Jakarta
621	vaksin orang perintah sinovac kerja usaha pegawai negeri mungkin az tugas sehat moderna sinopharm sinovac milik paling	Jakarta
622	apa apa lama jelas percaya vaksin anti vax alas biasa wanita selebritas takut vaksinasi tahu apa vaksin	Jakarta
623	isu awal tenaga sehat insentif lalu mendagri bilang uang daerah fokus insentif obat vaksin tuju masalah distribusi distribusi persentase rata	Jakarta
624	kartu id palsu fakta sekarang tunjuk bukti vaksin	Jakarta
625	amerika sendiri selesai covid negara ribu kasus baru beda lebih kuat t vaksinasi lindung rakyat indonesia dampak lebih parah strategi jemur buka jendela makan vaksin ikan	Jakarta
626	saksi live streaming selasa juli datang vaksin covid panggung bandara internasional sokarno hatta pkl wib	Jakarta
627	informasi info vaksin kota bekas	Jakarta
628	vaksin pertama bulan juni bulan juni kena covid sembuh sedang bulan juli kemarin jadwal vaksin cikini kapan vaksin	Jakarta
629	vaksin bulan lalu tanggal berapa hari anosmia rasa rasa asin wkwkwkwk	Jakarta
630	siapa bodoh	Jakarta
631	juta dosis vaksin siap penuh vaksinasi minggu tiga empat agustus	Jakarta
632	bijak perintah sertifikat vaksin salah satu syarat pergi urus milik layan tanya pimpin umur hidup negoro ne mbah	Jakarta
633	tiap istri mau vaksin tekan darah langsung naik jadi vaksin gagal kali hahaha alhamdulillah minggu lalu akhir hasil	Jakarta
634	banyak kasus kak terima sms aplikasi muncul jadi coba cek via website kalau sangat butuh sertifikat vaksin jalan dermaga tunjuk kartu vaksinasi sistem baik	Jakarta
635	selamat pagi salam sehat tanya mana vaksin hari terima kasih	Jakarta
636	memang banyak makanya buat alternatif travel butuh sertifikat vaksin cukup tunjuk bukti kartu vaksinasi gan sistem baik peduli lindung bro	Jakarta
637	pagi pagi pusing mikirin gimana cara biar ibu mau vaksin pake jebak tinggal daftar aja sms masuk bilang daftar laku	Jakarta
638	isoman bulan isoman ken cepet vaksin rasa awal kabar ibu hamil mau vaksin neng banget qodar tuhan kasih positif covid dulu jadi sedih moga semua baik baik masa depan my starwars sayang	Jakarta
639	banyak dok pernah alami demam anosmia tes sayang uang ketat gejala hilang vaksin skrining kata gejala kontak dekat	Jakarta
640	minta strp kartu vaksin min	Jakarta
641	arti orang orang bayar mati	Jakarta
642	vaksin malah mau bayar orang jahat mau bisnis untung presiden cepat tanggap	Jakarta
643	masuk akal sinovac milik vaksinasi sinovac massal sejak april korban sebar covid bahkan lebih gila coba beli vaksin	Jakarta
644	silah vaksin semarang utama sulit ktp bukan ktp semarang	Jakarta
645	kira kira masuk tkc indonesia berapa biaya vaksin cobod impor fungsi berapa rugi jangan pikir pasar vaksin indonesia jadi jangan pikir jadi habis dulu vaksin impor baru ppkm cabut	Jakarta
646	lepas pro kontra makin banyak orang vaksinasi	Jakarta
647	jangan salah suntik vaksin	Jakarta
648	pt bank syariah indonesia tbk bsi bekerjasama perintah kota jakarta pusat gelar vaksinasi covid masjid masjid jemput bola warga jakarta lama hari bulan juli baca lebih lajut	Jakarta
649	stok vaksin plus juta dosis cukup	Jakarta
650	padahal ibu bilang negara bisnis rakyat terus tuduh jual vaksin obat obat	Jakarta
651	ikut daftar lokasi vaksinasi covid anak usia    tahun kota depok	Jakarta
652	dokter indonesia tinggal bulan juni dokter tinggal terima vaksinasi sinovac benar cari korban kpp tinggal cukup bagai korban berani vaksinasi aman ayo evaluasi evaluasi	Jakarta
653	vaksin dosis hari pulang makan apa	Jakarta
654	benar puskesmas sering kurang tempat orang vaksinasi terkadang antri vaksinasi tutup jalan pasien obat kerjasama parpol puskesmas parpol sedia tempat field trip vaksinasi masyarakat puskesmas	Jakarta
655	arab saudi izin warga negara vaksinasi covid pergi luar negeri	Jakarta
656	mohon perhati catat penting kait polemik fotokopi ktp vaksinasi rekan rekan bp menteri sehat kpc pen bp dirjen tuju cepat mudah cc vaksinasi pak	Jakarta
657	asumsi jumlah infeksi x jumlah kasus positif kebal alami per hari tingkat lebih cepat vaksinasi	Jakarta
658	lalu halodoc online bagus daftar agustus jkt tahu daerah moga lancar lihat rapi download sertifikat vaksin pandu	Jakarta
659	vaksin anak ancol	Jakarta
660	tuips keliling sby sda besok vaksinasi az pt integra indocabinet betro klo datang bawa foto copy ktp kuota smp siang	Jakarta
661	ughh iya sama aku vaksin sinovac allah skincare x ahh glowing	Jakarta
662	tembak mati sangat cocok sabotase vaksin	Jakarta
663	yu vaksin	Jakarta
664	moga semua korban ppkm sabar sistem sehat runtuh negara banyak korban sulit cari makam goreng perintah gagal perintah temu imbang cepat vaksin	Jakarta
665	pak besok juli warga jadwal vaksin tunda batas waktu stok vaksin puskesmas bengkulu bentiring bengkulu tengah	Jakarta
666	tertawa bahak bahak	Jakarta
667	jakarta vaksinasi rendah banyak aktif jakarta	Jakarta
668	tahu kalau bagai pusat vaksinasi masyarakat lho menparekraf hadir cara virtual buka sebut sangat apresiasi langkah kerjasama poltekpar bal mang penting kait	Jakarta
669	selamat target vaksinasi jakarta dekat angka provinsi bas persen indonesia jakarta bukan jabodetabeka semua perlu kuat benar benar selamat wabah semua orang rasa sama	Jakarta
670	rubah jadwal lokasi vaksinasi dosis ikut langkah langkah daftar via jaki cek lewat min hari sejak vaksinasi pertama vaksin sinovac minggu vaksin astrazeneca via	Jakarta
671	lebih database orang peduli lindung jadi daftar masuk nomor ponsel nik lalu aplikasi sertifikat tetap keluar database nomor masuk panggil orang butuh tarung vaksin	Jakarta
672	hah vaksin baru gabung vaksin kalah awal banding	Jakarta
673	solidaritas lintas agama perlu awal beri tahu masyarakat salah paham vaksin masalah sehat sering kait ajar agama tabayyun pasinringi	Jakarta
674	warga sabar az booster baru naik haji	Jakarta
675	revisi sikap vaksin bayar perintah jamin vaksinasi gratis x sunti seluruh rakyat indonesia warga segera vaksin bagai booster imunisasi vaksin gotong royong bayar	Jakarta
676	ajar tahap kembang vaksin vaksin covid cepat dokter tolak vaksin rupa erti beda uji klinis pra uji klinis beberapa tanya alas vaksin negara cepat muncul artikel	Jakarta
677	bagaimana ppkm darurat efektif sangkut ibadah jamaah tegak hukum buat apa apa berani dagang kecil restoran akhir ppkm fokus vaksinasi besar besar biar semua giat ekonomi jalan	Jakarta
678	nyata milik tingkat vaksin asi rendah jumlah lebih tinggi banding tingkat vaksinasi tinggi kasus ledak jumlah vaksinasi turun banding indonesia	Jakarta
679	udah bulan daftar vaksin buka kuota habis hari apa antri biasa max hari minggu lebih awal kalau ramai mall artha gading central park	Jakarta
680	vaksinasi moderna waktu dekat rasa jatuh cinta astra	Jakarta
681	antri vaksin	Jakarta
682	lihat etnis persentase besar duduk etnis mau vaksinasi covid persen madura persen mang	Jakarta
683	cloudy above stated	Jakarta
684	kalau tugas vaksinasi mau kasih fotokopi ktp minta fotokopi ktp foto susu kasih hidup sangat sederhana rumit interpretasi hadap fotokopi susu	Jakarta
685	jangan peduli siapa jangan jahat manfaat sama mahasiswa jangan manfaat pandemi cipta ketidakstabilan penting kelas sama mahasiswa jangan mau tipu elit politik jahat satu lawan pandemi kampanye vaksinasi jadi sukarelawan	Jakarta
686	tempat sampah sibuk distribusi vaksin jual sate	Jakarta
687	masuk akal daerah angka tular covid tinggi tebar hoaks antivaksin demo anti pmkm masker jelas buat tangan pandemi gagal manfaat peluang sempit dunia selidik orang orang jadi korban	Jakarta
688	h vaksinasi tangan sedikit pegal perut kebas asa lapar haha	Jakarta
689	kcg kalian pernah vaksin radhiyan bayar jasa dokter cuka vaksin	Jakarta
690	h vaksinasi tangan sedikit sakit perut mati rasa lapar haha	Jakarta
691	indra rudiansyah mahasiswa indonesia ikut buat vaksin zeneca astra	Jakarta
692	revisi sikap vaksin bayar perintah jamin vaksinasi gratis x sunti seluruh masyarakat indonesia warga segera vaksin bagai booster imunisasi vaksin gotong royong bayar	Jakarta
693	pagi kak layan transjakarta surat tugas undang undang vaksin print tunjuk soft copynya tugas mohon informasi halte apa kapan jadi terima kasih	Jakarta
694	pagi kak vaksin tunjuk kartu undang bukti vaksin laku tanggal tera ymw	Jakarta
695	menko pmk pemda habis stok vaksin jangan tumpuk gudang	Jakarta
696	gejala covid eijkman muncul vaksinasi pernah kena virus	Jakarta
697	gubernur missouri mike parson kata jabat sehat dorong orang vaksin paksa jangan paksa orang ambil vaksin takut nakuti vaksinasi tahu hasil kata	Jakarta
698	vaksinasi pikir vaksinasi naik pesawat selebgram bukan	Jakarta
699	vaksin moderna bas mrna pilih bagai booster tenaga sehat picu respon tubuh lebih kuat hadap varian corona sinovac	Jakarta
700	juru bicara baca instruksi mendagri nomor tahun jelas salah satu syarat pergi pswt milik vaksinasi dosis pertama	Jakarta
701	cepat herd immunity kopimda jatim maksimal vaksinasi sektor kampus	Jakarta
702	khidmad lil ummah	Jakarta
703	update data on indonesia vaccination progress as of july pm bal st dosis nd dosis indonesia st dosis nd dosis source	Jakarta
704	aksi abdi indonesia vaksin bangkit bangsa sambut pkb harlah	Jakarta
705	nah naik kereta jarak jauh beri dosis vaksin hasil swab	Jakarta
706	banyak persen memang dominasi ibu ibu atur pasar belanja tunjuk kartu vaksin kata rikia	Jakarta
707	selamat pagi salam sehat mau tanya lokasi vaksin polres jakarta barat terima kasih	Jakarta
708	ulang tahun bulan agustus kemudian vaksin bulan agustus yaaaaaaaayyy	Jakarta
709	orang prancis tolak paspor kebal perintah vaksinasi ratus ribu demonstran turun jalan	Jakarta 
710	covid bukan vaksin	Jakarta 
711	kalau punya ktp jaga sek jadi semua punya ktp perlu verifikasi fotokopi ktp apa dukcapil orang jangan terlalu sering vaksin	Jakarta - Blitar - Malang
712	laksana vaksinasi covid dosis cara massal kota cirebon jawa barat sedia vaksin cukup herd immunity cepat bentuk kota cirebon	Jakarta - Indonesia
713	empati apa buat orang makin sulit vaksinasi	Jakarta - Indonesia
714	singapura catat kasus tular lokal covid bulan akhir   terima satu vaksinasi	Jakarta - Indonesia
715	apa muncul scan barcode wah pernah vaksin baru selesai isoman	Jakarta - Indonesia
716	giat vaksinasi massal lama tiga hari senin hingga rabu gedung olah raga kotabaru kota jambi polda jambi target vaksinasi covid tahap warga kota jambi habis empat ribu dosis	Jakarta - Indonesia
717	narasi viral media sosial vaksin nasional aku dunia sempat buat heboh salah satu teliti akhir angkat bicara lurus bingung sebut	Jakarta - Indonesia
718	apa varian solusi patuh m segera vaksinasi jangan tunda vaksinasi	Jakarta - Indonesia
719	ahli sebut varian delta varian kuat paling tangguh dunia varian infeksi orang vaksinasi	Jakarta - Indonesia
720	pemprov dki apresiasi terima kasih nasdem atas partisipasi gera vaksinasi ibu kota kata anies	Jakarta - Indonesia
721	kodam bukit baris polda sumut bekerjasama yayasan marianna parna raya group turut penuh capai target vaksinasi covid massal	Jakarta - Indonesia
722	vaksin kipi pfizer sering jadi	Jakarta - Indonesia
723	polda metro jaya dukung penuh selenggara giat sedia bagai butuh lengkap butuh	Jakarta - Indonesia
724	ambil antre vaksin puskesmas dekat rumah nomor antre benar orang subuh langsung tkp ambil nomor antri wkwk	Jakarta - Yogyakarta
725	vaksin konvensional milik imunitas tinggi antibodi tinggi imunitas tinggi antibodi tinggi antibodi rendah imunitas rendah banyak pasien vaksinasi covid    tinggal	Jakarta 13220
726	vaksin sederhana sedia hingga akhir tahun	Jakarta Barat
727	bilang vaksin mana mana otak terima kasih	Jakarta Barat, DKI Jakarta
728	vaksin pengaruh subur wanita benar hamil vaksin	Jakarta Barat, DKI Jakarta
729	tetangga rumah tinggal cvd lanjut usia vksn x vksn tinggal masuk rumah sakit lanjut usia aman vaksin manjur	Jakarta Barat, DKI Jakarta
730	padahal hari selasa niat donasi baru tahu kalau h vaksin busa donor dosis baru buat so saddd	Jakarta Barat, DKI Jakarta
731	vaksin sinovac lengkap bulan lalu sekarang positif covid gejala demam pusing sakit kepala batuk pilek anosmia lemas alhamdulillah baru hari pulih tinggal tunggu isolasi periode akhir	Jakarta Barat, DKI Jakarta
732	warga seman antusias aktif vaksin	Jakarta Barat, DKI Jakarta
733	lihat tema peran orang tua vaksinasi covid anak penting sama dr lusiana kartininingsh sp a rumah sakit permata bawa acara puisi hanzani editor jumat juli pk wib live youtube sonora fm	Jakarta Barat, DKI Jakarta
734	kapan covid survivor vaksin nah jawab rumit papdi blg bulan sembuh latih vaksinasi menteri sehat dinkes blg bulan blg cepat	Jakarta Capital Region
735	jadi benar survivor perlu terlalu panik buru vaksin kalau jadwal vaksin puskesmas mana jangan ragu datang	Jakarta Capital Region
736	alhamdulilah kabar sehat keluarga minimal ringan gara gara kipas angin kalau minum es gimana kabar moga sehat vaksin	Jakarta Capital Region
737	indonesia kipi tinggal vaksin covid kalaupun tinggal vaksinasi covid sakit bukan vaksin covid	Jakarta Capital Region
738	vaksin kalau bawa sertifikat	Jakarta Capital Region
739	padahal vaksin roti wkwkwkwkwk	Jakarta Capital Region
740	segera laku nyeri otot vaksin covid	Jakarta Capital Region
741	nasi jadi bubur cina aku vaksin corona kurang manjur manjur	Jakarta Capital Region
742	waktu kemaren vaksin habis sarap cari tempat sarap biar kenyang akhir mampir indomart dekat tempat antre gapapa roti habis semua	Jakarta Capital Region
743	halo admin daftar vaksin hari sabtu lewat email hari lalu sekarang terima email konfirmasi siapa hubung	Jakarta Capital Region
744	didik vaksinasi	Jakarta Capital Region
745	orang terima vaksinasi covid federal oil mrt jakarta	Jakarta Capital Region
746	salam sehat walaupun milik antibodi infeksi covid survivor covid tetap butuh vaksinasi tingkat antibodi tubuh lihat postingan ikut	Jakarta Capital Region
747	ide bagus buat semangat pergi pasar toko belah nyala ekonomi rakyat klik baca	Jakarta Capital Region
748	ide bagus bikin semangat pergi pasar toko belah hidup ekonomi rakyat klik baca	Jakarta Capital Region
749	terus tumbuh	Jakarta Capital Region
750	cepat vaksin covid bkkbn jalan vaksin keluarga via kda	Jakarta Capital Region
751	warga negara indonesia terima dosis penuh vaksin covid	Jakarta Capital Region
752	vaksinasi massal santri santri rupa tindak lanjut perintah presiden joko widodo	Jakarta Capital Region
753	cepat ajar tatap muka anak perlu vaksin covid	Jakarta Capital Region
754	yoih plus produk vaksin edar kurang yakin	Jakarta Capital Region
755	vaksin gratis mau bayar vaksin marah dulu minta lockdown sekarang ppkm darurat ngamuk kejam cadrun dasar	Jakarta Capital Region
756	perintah salah awal utama selamat rakyat sekarang sedia vaksin covid batas sedang varian baru sebar ancam kolaps rumah sakit tenaga sehat sangat batas banyak hoax jadi mau mau vaksinasi	Jakarta Capital Region
757	wuihhh jaga sehat vaksin btw istirahat dulu	Jakarta Capital Region
758	jadi bangsa bodoh salah pilih pimpin pilih obsesi vaksin buat mau buat alias chino beli vaksin amerika hasil bagaimana coba	Jakarta Capital Region, Indone
759	tangan serius peran perintah penting hari karantina negara ikut masalah vaksin sinovac daftar kondisi beri indonesia banyak sinovac	Jakarta Capital Region, Indone
760	syarat bawa fotokopi ktp vaksinasi corona keluh warga kemenkes jelas syarat rupa bijak selenggara	Jakarta Capital Region, Indone
761	pertama kali chek out pagi padahal kerja rumah mau vaksin jadi ngurus rumah dulu pdhl rumah kabur capek mual puuool	Jakarta Capital Region, Indone
762	efek vaksin pernah kasus dok fyi baru pertama kali alami hari terima kasih kenan tanggap	Jakarta Capital Region, Indone
763	maaf tadi pagi gumam atas buat ragu capai herd immunity lalu vaksin cepat miris lihat padahal sangat pandemi cepat akhir kok jauh harap	Jakarta Capital Region, Indone
764	assalamu alaikum dokbil sabtu kemarin vaksin sinovac riwayat sakit berat alergi obat sama sekali hari rasa sensasi bakar tulang belikat kiri esok hari alami rupa dada kiri gatal merah panas bakar	Jakarta Capital Region, Indone
765	kurang penting waspada tuntut buka informasi data wuhanflu benar potensi bahaya vaksin masyarakat ambil putus dasar data bukan paksa bagai ancam	Jakarta Capital Region, Indone
766	mungkin alas punya uang beli laptop tahu multi tahun	Jakarta Capital Region, Indone
767	tante punya anak larang vaksin umur umur ibu keluarga inti vaksin guru adik anak vaksin baru sembuh covid istri susu	Jakarta Capital Region, Indone
768	lucu vaksin sertifikat jadi syarat administrasi baik komunikasi jan ngibul mulu	Jakarta Capital Region, Indone
769	program vaksinasi kolaboratif target ribu keluarga karyawan langgan masyarakat umum masuk anak anak usia    tahun	Jakarta Capital Region, Indone
770	hoax vaksin sangat resah tante punya anak sekolah sma program vaksin bibi tulis surat sekolah nyata tolak vaksinasi anak jadi anak pakai masker mana mana abai satpol pp sapu malah minta foto	Jakarta Capital Region, Indone
771	vaksin sebut kandung virus hidup buat orang langsung positif covid mungkin diagnosis covid tunjuk gejala tubuh buat tubuh kuat gejala masuk vaksin reaksi tubuh ekstra tubuh kerja ekstra gejala baru keluar	Jakarta Capital Region, Indone
772	tangkap wah polisi vaksin kebal hadap uuite	Jakarta Capital Region, Indone
773	moga vaksin hari jalan lancar biasa beri parasetamol demam vaksin ngantuk lapar	Jakarta Capital Region, Indone
774	vaksinasi sukabumi batas hari gedung tempur ibu antri jam jam banyak antri	Jakarta Capital Region, Indone
775	dki bal presiden kini fokus tiga provinsi cepat vaksinasi jawa barat jawa tengah banten warga jawa tengah khusus ajar sukses vaksinasi ajar semarang laku hari	Jakarta Capital Region, Indone
776	menko pmk minta perintah daerah jangan tumpuk vaksin gudang	Jakarta Capital Region, Indone
777	makan tipu omg vaksin bikin orang kena malah mati covid vaksin kalau papar vaksin vaksin tau	Jakarta Capital Region, Indone
778	lama tingkat ppkm jalan kereta api jarak jauh jawa kartu vaksinasi kartu	Jakarta Capital Region, Indone
779	padang sumbar takut covid minta vaksin mau turut perintah saran mau jadi worth it sehat jadi buruk kerja lelah habis oksigen	Jakarta Capital Region, Indone
780	bagaimana nasib orang terima dosis vaksin sinovac semua jadi bingung	Jakarta Capital Region, Indone
781	ayo pak jangan jadi vaksinasi bagai peluang diskriminasi ruang publik tiap manusia bebas bebas urus tubuh sendiri era demokrasi luar negeri puluh lebih bahkan ratus ribu orang	Jakarta Capital Region, Indone
782	vaksinasi juli agustus sasono hinggil dwi abad alun alun kidul usia atas   tahun daftar sigit ismi	Jakarta Capital Region, Indone
783	vaksin obat obat buat bisnis orang mati perlahan lapar pak jkw lebih baik apotek tangkap dalang sulit pak pengaruh orang orang sangat derita laku peng peng buat allah swt murka covid makin ganas	Jakarta Capital Region, Indone
784	halo warga jakarta informasi pusat vaksin kalian vaksin pusat vaksin rupa kerjasama jakpro jxb rabu jumat juli gor cendrawasih cengkareng barat jakarta barat lalu	Jakarta Capital Region, Indone
785	risiko tolak vaksin	Jakarta Capital Region, Indone
786	ekonomi populer astrazeneca tingkat pasok vaksin mal buka	Jakarta Capital Region, Indone
787	mau vaksin bicara panjang lebar	Jakarta Capital Region, Indone
788	nama perang dagang pergi merek vaksin tambah dosis n dosis wkkwkwk	Jakarta Capital Region, Indone
