Id	text	user_location
1597	bener gan susah banget buat warga camat biasa ane lucky channel dapet slot aman kota belah jogja biarpun mau ngalahin antri vaksin war jari lebih isi formulir	Special Region of Yogyakarta
1598	memang susah banget buat warga camat biasa punya salur untung slot aman kota belah jogja kalaupun kalah antri vaksin perang sendiri jari lebih isi formulir	Special Region of Yogyakarta
1599	anti vaxx lintas generasi laku hoax vaksin nikmat konspirasi covid vaksin bukti lintas generasi tua muda	Special region of Yogyakarta
1600	bantu vaksin pertama bulan juni daftar vaksin bulan juli bahkan cantum vaksin pertama	Sragen, Indonesia
1601	butuh bantu min sertifikat vaksin catat jadi sertifikat vaksin dosis pertama konfirmasi panitia vaksin benar kurang input data vaksin pertama bantu ubah min	Sragen, Indonesia
1602	banyak warga sragen surup hoax vaksin anggota dewan wakil daerah dprd minta bupati pindah camat satgas terjun	Sragen, Jawa Tengah
1603	vaksin pikir milik asam lambung sangat buruk jadi batang suntik mati konyol	Sragen, Jawa Tengah
1604	sana rawat ruang gawat darurat sempat masuk ruang awat bapak vaksin kena stroke kakak isoman rumah jadwal vaksin puskesmas sedang ibu terima vaksin corona	Subang-Ciputat-Bangkok
1605	semangat buat juang yakin orang tua vaksin jangan pernah lelah orang tua pernah lelah doa penuh butuh didik sejak kecil	Subang-Ciputat-Bangkok
1606	tawar vaksin beberapa bulan lalu ibu minta akhir ambil sempat rasa istimewa milik orang tua mudah percaya hoax media sosial	Subang-Ciputat-Bangkok
1607	efek hadeeeh vaksin jadi paur tijalikeuh aing mah	Sukabumi
1608	uji coba vaksin sekian kali moga jadi	Sukabumi
1609	vaksinasi sekarang	Sukabumi, Jawa Barat
1610	kalau tambah kuota vaksin update	Sukoharjo, Indonesia
1611	perintah sendiri masyarakat libat masyarakat jadi pahlawan inisiatif semua rakyat jadi pahlawan inisiator diri sendiri negara	Sulawesi Selatan, Indonesia
1612	harlah partai bangkit bangsa pkb gelar vaksinasi massal kantor dpp pkb jl raden saleh jakpus vaksinasi tuju masyarakat umum sedang vaksin vaksin sinovac	Sulawesi Selatan, Indonesia
1613	ketua dpc pkb kendal ketua dprd muhammad makmun kata kiai tokoh pesantren bagai tokoh segani masyarakat milik pengaruh besar bantu perintah atas pandemi	Sulawesi Selatan, Indonesia
1614	harlah pkb adakan vaksinasi doa selamat bangsa	Sulawesi Selatan, Indonesia
1615	terima vaksin pertama efek vaksin efek demam tinggi flu batuk kata dokter normal hehehe wajar	Sulawesi Selatan, Indonesia
1616	tabe vaksin sinovac apa efek vaksin vaksin anjur minum air kelapa	Sulawesi Selatan, Indonesia
1617	vaccination does not negate the reliance of sheikh muhammad bin shalih al utsaimin rahimahullah said the use of these needles is not wrong and does not contradict reliance rather it is an act of beneficial causes by which god repels evil	Sulawesi Selatan, Indonesia
1618	h vaksin	Sulawesi Selatan, Indonesia
1619	dorong cakup vaksinasi pemkab gowa gelar vaksin mandiri	Sulawesi Selatan, Indonesia
1620	cepat vaksinasi sangat penting tekan laju sebar virus makin tingkat arti vaksinasi sangat penting tengah ganas sebar virus corona varian delta universal dukung jokowi	Sulawesi Tengah, Indonesia
1621	sejak awal vaksin banyak kritik	Sulawesi Tenggara, Indonesia
1622	lonjak warga sijunjung positif papar covid sembuh susul update vaksin warga	Sumatera Barat
1623	vaksinasi saudara saudara semua semua sehat semua kuat semua aman	Sumatera Barat, Indonesia
1624	otak sungsang kamu pikir balik kamu gerak demonstrasi provokasi anti vaksin banyak orang kena salah vaksin bayar kutuk tuhan	Sumatera Barat, Indonesia
1625	laku cadrun n bujer oposisi vaksin anti vaksin hoax provokasi rg mau vaksin segala salah takut mati kopid diam vaksin jelek rg gitu jadi kalau akun kayak gitu langsung aja	Sumatera Barat, Indonesia
1626	pikir masuk bus minta satu surat vaksin	Sumatera Barat, Indonesia
1627	gera vaksinasi perlu dukung semua pihak insya allah kuat daya tahan tubuh masyarakat indonesia	Sumatera Selatan, Indonesia
1628	vaksin pertama bulan januari vaksin masuk februari sekarang sertifikat vaksin keluar inbox email instagram peduli lindung balas apa solusi	Sumatera Selatan, Indonesia
1629	anggap sebar hoax c bahaya vaksin nyata anggap picu benci hadap etnis tionghoa picu ulang peristiwa sejarah masa lalu jadi harap jangan pura pura jadi bodoh	Sumatera Utara, Indonesia
1630	let get vaccinated	Sumatera Utara, Indonesia
1631	semua elemen baik perintah maupun masyarakat milik satu suara lawan covid cepat vaksinasi herd immunity segera capai selalu patuh protokol sehat	Sumatera Utara, Indonesia
1632	tadi pagi bela vaksin bayar siang presiden batal pagi bela rektor ui siang rektor ui undur diri topppp	Sumatera Utara, Indonesia
1633	rekam jejak bos sinovac suap bpom china kait vaksin sars flu babi	Sumatera barat
1634	erkstv dinas sehat sumedang vaksinasi warga cibugel tonton like subscribe erks fm official youtube channel see more	Sumedang
1635	percaya covid mau vaksin misal knp lupa swab ribet nder	Sunter,jakarta utara
1636	maksud fc ktp tugas pasu data sertifikat vaksin jadi lacak berapa vaksin kalau mudah punya ktp perintah hujat perintah milik data aktual vaksinasi	Surabaya
1637	negara terlalu korup percaya kerja milik gerak diri laku vaksinasi butuh dasar babtu orang isoman terus kerja videografer videografer mau bicara raine bupati periksa sadar idiot	Surabaya
1638	alhamdulilah xvaksin sinovac efek samping gantung kondisi tubuh masing masing biasa beda	Surabaya
1639	mungkin lebih jadwal hari senin baru vaksin kemarin	Surabaya
1640	makan vaksin dulu	Surabaya
1641	indonesia hadap masalah utama belenggu ppkm darurat langka fasilitas sehat program vaksinasi nasional	Surabaya
1642	kota mojokerto kota layan cepat herd immunity target vaksinasi masyarakat luar kota	Surabaya
1643	anggota komisi xl dpr ri muhammad sarmuji apresiasi vaksinasi kerja pabrik rungkut surabaya	Surabaya
1644	heran tolak vaksin eh	Surabaya
1645	mana mahasiswa wajib unggah sertifikat vaksin isi krs semester ikut link kontak irsyad jangan lupa isi suara kalian tunggu	Surabaya
1646	bantu isi survei tahu jaring aspirasi kait mahasiswa universitas airlangga covid edar wajib vaksin no	Surabaya
1647	vaksin covid jadi rebut dunia indonesia siap vaksin merah putih perintah indonesia terus kembang vaksin covid buat negeri vaksin merah putih kembang perintah gandeng lima universitas institusi	Surabaya
1648	jadi fokus isu kena vaksinasi ppkm fasilitas sehat tiga tuai banyak pro kontra masyarakat	Surabaya
1649	vaksinasi lansia usia militer vaksinasi tunagrahita	Surabaya
1650	vaksinasi siswa mulai laku sumenep tahap awal siswa sma negeri sumenep vaksinasi	Surabaya
1651	program vaksinasi mapolrestabes surabaya hari batal stok vaksin habis kutip akun media sosial resmi polrestabes surabaya informasi program vaksinasi stok hm	Surabaya
1652	akhir program vaksinasi nasional rata rata seluruh masyarakat indonesia banyak lapor kait kerumun cipta akibat antri program vaksinasi massal laksana ppkm darurat sendiri	Surabaya
1653	turut ketua tim gerak pkk kabupaten trenggalek lalu giat ingat hari anak nasional bantu cepat cepat program vaksinasi nasional target perintah	Surabaya
1654	vaksin pagi sore sehat sehat	Surabaya
1655	sama aja bukan selesai pandemi cuma masturbasi vaksin	Surabaya
1656	pak saran tangan pasien covid tanggung kemenkes pasien vaksin tenaga sehat keluarga polri keluarga asn keluarga	Surabaya
1657	sisi unair sendiri milik bijak wajib mahasiswa laku vaksinasi bagai syarat utama ambil kartu rencana studi krs jaket mutz mahasiswa baru	Surabaya
1658	salah satu institusi tunjuk maju pesat vaksin merah putih produksi universitas airlangga unair surabaya	Surabaya
1659	fakta apa hubung pdb rendah vaksin rendah olimpiade tunjuk fakta kait misal indonesia menang medali olahraga apa jumlah atlet partisipasi olimpiade	Surabaya - Bandung - Jakarta
1660	gabung sama vaksin bangkit bangsa sama lindung negara	Surabaya Selatan
1661	upaya hadap pandemi gencar laku vaksinasi	Surabaya Selatan
1662	upaya bangkit bangsa vaksin bangkit bangsa	Surabaya Selatan
1663	tindak abdi indonesia vaksinasi bangkit bangsa sambut harlah	Surabaya Selatan
1664	orang laku vaksinasi pintu pintu mungkin singkat badan imunisasi nasional mungkin bukan	Surabaya, East Java
1665	betul kasus vaksin az	Surabaya, East Java-Indonesia
1666	vaksin sinovac surabaya kok ibu kota gimana kalau daerah	Surabaya, East java, Indonesia
1667	bukan daerah pak abang tunda vaksin stok surabaya habis	Surabaya, ID
1668	vaksin lemah duduk umum memang sembuh sendiri	Surabaya, Indonesia
1669	virus birokratis pakai minta fotokopi ktp surat lamar lama hidup silah masuk mau cepat vaksin target minta orang vaksinasi babi bodoh sebal	Surabaya, Indonesia
1670	sertifikat vaksin kirim bulan juli sekarang terima sms menteri sehat vaksinasi langsung tempat	Surabaya, Indonesia
1671	ikut jelas vaksin beberapa menit tenang lebih baik kalian informasi hoax tahu mana asal orang indonesia sadar	Surabaya, Indonesia
1672	apa jadi rumah ayah mertua selalu pergi musala dekat rumah ayah sana kata vaksinasi	Surabaya, Indonesia
1673	ikut jelas vaksin beberapa menit tenang lebih baik kalian informasi hoaks tahu mana asal orang indonesia sadar	Surabaya, Indonesia
1674	masuk kriteria vaksinasi segera vaksinasi jangan tunda pusat vaksinasi baru banyak sedia khusus jawa rajin rajin cari informasi contoh halodoc	Surabaya, Indonesia
1675	makanya benci orang tua mau vaksin bukan sepenuh salah negara hadir beri didik jamin efektif	Surabaya, Indonesia
1676	hai kaka keluarga jadi tau kapan vaksin stok habis	Surabaya, Indonesia
1677	survivor covid istilah vaksin alami tetap perlu vaksinasi kondisi baca infografisnya	Surabaya, Indonesia
1678	masuk kriteria vaksinasi segera vaksinasi jangan tunda pusat vaksinasi baru banyak sedia utama jawa rajin rajin cari informasi misal halodoc	Surabaya, Indonesia
1679	schrodinger pikir hidup bayang ekor kucing kurung kotak radioaktif mungkin mati upaya kenal lelah manusia buat vaksin lawan virus lalu	Surabaya, Jawa Timur
1680	mau vaksin anti vaksin padahal vaksin gratis mau bayar buat kartu vaksin palsu trus uang ambil trus data pakai pinjam sekarang rasa aniaya lindung undang undang asli bingung	Surabaya-Indonesia
1681	aspek syariat sinovac suci halal umat islam lama jamin aman pihak kredibel kompeten cara eksklusif bicara vaksin ustadz adi hidayat sinovac lalu	Surakarta
1682	lalu kantor atur vaksin wajib semua pegawai tolak silah undur diri orang sebut pilih undur diri masa pandemi sekarang cari kerja susah ego lebih pilih undur diri sedih	Surakarta
1683	upaya obat cegah laku perintah maksimal upaya sosialisasi covid tata cara vaksinasi utama tv radio media cetak sangat minim hoax covid lebih percaya tambah provokator akhir covid lonjak fasilitas sehat kewalahan	Surakarta
1684	sehat vaksin lemah daya tahan tubuh kata wedi injeksi	Surakarta, Jawa Tengah
1685	kabaharkam polri komjen pol drs arief sulistyanto msi damping panglima tni marsekal tni tni dr h c had tjahjanto s ip rangka kece imunisasi massal isolasi pasien covid cara pusat asrama haji donohudan boyolali rumah dinas walikota kota semarang	Surakarta, Jawa Tengah
1686	kabaharkam polri komjen pol drs arief sulistyanto msi damping panglima tni marsekal tni dr h c had tjahjanto s ip rangka kece vaksinasi massal isolasi pusat pasien covid asrama haji donohudan boyolali rumah dinas walikota kota semarang	Surakarta, Jawa Tengah
1687	jangan lupa vaksin kawand	Surakarta, Jawa Tengah
1688	betul lansia lebih prioritas lt jadi kalau stok vaksin beri kemenkes suatu daerah cukup lansia lt serah dulu bukan soal ribet urut prioritas sabar	Surakarta, Jawa Tengah
1689	aktivis muslim fenomena wisata vaksin bentuk timpang buah sistem kapitalisme dunia	Surakarta, Jawa Tengah
1690	vaksin gratis sertifikat gratis kok bayar mahal kalau tahu tangkap tuduh palsu dokumen	Surakarta, Jawa Tengah
1691	jangan lupa vaksin otw	Surakarta, Jawa Tengah
1692	daerah w tingkat ppkm cari informasi vaksin susah banget bahkan daerah tetangga kerjasama aplikasi mudah akses via hp arti perintah daerah melek teknologi	Surakarta, Jawa Tengah
1693	paling keri perintah masyarakat terlalu harap vaksin padahal manjur sinovac hadap varian low delta vaksinasi perlu jadi bagai standar emas tetap prosedur ketat sanitasi benar sup	Tabanan, Indonesia
1694	alam ahli sakit tular filipina semua vaksin beri lindung sama ayo vaksin jangan pilih ambil apa sedia dulu	Tahuna, Indonesia
1695	pak polisi suami batal terbang lalai anak tridaya sakti karangtrauna bukti vaksin sejak juli sekarang telepon vaksin daftar pegang polri	Tambun, Indonesia
1696	pak pak polisi suami vaksin sejak juli selenggara polri tridaya sakti tambun selatan bekas daftar suatu tempat sebar mana suami batal terbang bukti vaksin	Tambun, Indonesia
1697	pak pak polisi suami vaksin sejak bulan juli selenggara polri tridaya sakti tambun selatan bekas daftar suatu tempat mana cecer mana suami batal terbang bukti vaksin	Tambun, Indonesia
1698	tujuh juta orang vaksinasi jakarta alhamdulillah per juli orang vaksinasi dosis pertama target vaksin jakarta terima kasih atas kerjasama bagai pihak	Tangerang
1699	vaksin kadrun	Tangerang
1700	ppkm apa beda kalau banyak mati mau toko buka datang banyak bodoh ppkm mau vaksin mau komplain terus posting hahaha	Tangerang
1701	vaksinasi dki jadi rujuk nasional good job goodbener	Tangerang
1702	vaksinasi tetap pakai masker patuh prokes	Tangerang
1703	siap siap ayo vaksinasi kota pekanbaru hari	Tangerang
1704	dokter salah bukan vaksin suntik serum hormon hormone	Tangerang
1705	kata berapa banyak mati vaksinasi banding vaksinasi semua bodoh ayo takut vaksin tinggal dunia hahaha	Tangerang
1706	kemarin vaksin suntik anggota ajar kamu ajar	Tangerang
1707	studi china antibodi vaksin sinovac tahan bulan dunia	Tangerang 
1708	sangat bahaya potensi gagal program vaksinasi nasional jadi boros luar biasa baik tiap orang vaksinasi siap vaksin siap baik jangan sama sekali	Tangerang - Jakarta
1709	gera mandiri vaksinasi rupa strategi kolaboratif bas masyarakat rangka cepat vaksinasi tuju fasilitas layan vaksinasi cepat program vaksinasi nasional koordinasi	Tangerang Kota
1710	takut bahkan tingkat tekan darah akhir batal vaksin	Tangerang Selatan, Indonesia
1711	tahu cara kerja tiap vaksin sinovac	Tangerang Selatan, Indonesia
1712	sertifikat vaksin disebarluaskan media sosial barcode langsung hubung data disdukcapil potensi disalahgunakan orang aju pinjam online	Tangerang Selatan, Indonesia
1713	badan obat eropa rekomendasi vaksin covid buat modern anak anak usia	Tangerang selatan, Banten
1714	sahabat army domisili khusus wilayah jakarta vaksin gratis tentara artexhibitionofbts ohiya lalu spot foto stay gold bts ayo vaksin fotoin aku aku daftar nih	Tangerang, Banten
1715	mulai vaksin fc tanya kartu id stok keluar hidup konohagakure	Tangerang, Banten
1716	pasok negara vaksin rusia laris manis periksa negara mana rusia kirim vaksin	Tangerang, Banten
1717	mau vaksin	Tangerang, Banten
1718	akhir vaksinasi door to door siap jalan batam	Tangerang, Banten
1719	sunti vaksin asa lebih baik sakit suntik	Tangerang, Banten
1720	min pagi vaksinasi tanggal ikut vaksinasi massal masjid raya hasyim asy ari sama pbnu	Tangerang, Banten
1721	lebih baik mall kena covid orang vaksin potensi tular jadi otg tular orang mall kalau semua unjung tenant tes antigen rumah sakit hubung ehac indonesia hasil negatif	Tangerang, Banten
1722	sangat semangat vaksinasi	Tangerang, Banten 
1723	antri vaksin lancar banget tuman	Tangerang, Indonesia
1724	biasa keluh segera hubung dokter tera surat vaksin	Tangerang, Indonesia
1725	bandara soeta sedia layan vaksin bagaimana proses tahu sila google cari informasi kanan kiri syarat biar surat tugas baru luncur atur juli mana kata idul adha takut orang pergi libur	Tangerang, Indonesia
1726	urus prosedur mohon ketat prosedur vaksin langsung vaksin susah pake masker aja kalau keluar jaga jarak makan makan sehat mahal kalau sakit jadi nilai plus nya kalau covid sulit diri sendiri orang	Tangerang, Indonesia
1727	heh tadi pagi ibu suruh buat vaksin gila jadi buat girang pagi	Tangerang, Indonesia
1728	salam sehat selalu buat kang kyai dengar apa ketua pbnu c vid nyata patuh prokes ikut vaksin	Tangerang, Indonesia
1729	alhamdulillah salam siswa	Tangerang, Indonesia
1730	selesai vaksin covid tetap sehat oke	Tangerang, Indonesia
1731	jakarta vaksinasi mulai tunjuk efek cegah orang tular virus corona cegah infeksi alami gejala parah hingga tinggal	Tangerang, Indonesia
1732	tunggu vaksin	Tangerang, Indonesia
1733	urus prosedur mohon ketat prosedur vaksin segera vaksin susah kok pake masker aja kalau keluar jaga jarak makan makan sehat mahal kalau sakit jadi nilai plus nya kalau covid sulit diri sendiri orang	Tangerang, Indonesia
1734	nah vaksin cek nik status siap vaksin sms ambil sertifikat vaksin status ubah jadi nik nomor daftar bingung nomor adu hubung main data komunitas samar	Tangerang, Indonesia
1735	jauh kamu rencana terbang mana mana kamu punya vaksin minimal dosis vaksin jadi dosis kemudian simpan bae bae kertas kecil vaksin habis kamu print bukti vaksin kamu email sms bukti vaksin print wajib kok	Tangerang, Indonesia
1736	jual sewa tenda vaksinasi tenda isolasi rumah sakit tenda darurat rumah sakit informasi tenda contact phone wa salsa office taman ubud cendana no lippo village	Tangerang, Indonesia
1737	hari dosis vaksinasi covid yeay	Tangerang, Indonesia
1738	beri alas vaksinasi covid kalau bikin covid flu biasa alas cukup	Tangerang, Indonesia
1739	h vaksin dosis tenggorok nyaman	Tangerang, Indonesia
1740	berita tinggi distribusi bupati zaki pantau vaksinasi pasar kemis	Tangerang, Indonesia
1741	semua kamu kata benar covid bahaya kamu perlu lelah sumpah derita covid rasa virus covid alhamdulillah milik vaksin tanya kalian kalian erti kalimat	Tangerang, Indonesia
1742	memang benar daerah orang mau vaksin kemarin vaksinasi kata sapa orang jangan kata vaksin malu minoritas untung vaksin	Tangerang, Indonesia
1743	ambil terbang pagi maskapai citilink bjm benar terbang langsung dekat rumah mertua php maskapai ikut jadi ambil bjm jadi cek semua file pc bukti vaksin surat tugas	Tangerang, Indonesia
1744	beberapa rs hasil pcr email diprint ingat semua bentuk kertas ktp fotokopi buat apa mau tindak digital buka bukti sertifikat vaksin balik memberitahu vaksin pertama maaf tuan nyonya	Tangerang, Indonesia
1745	bagai data kelola vaksinasi gotong royong kumpeni ai konfirmasi birokrasi vaksinasi gotong royong ribeeetttt	Tangerang, Indonesia
1746	jakarta vaksinasi mulai tunjuk efek cegah orang tular virus corona cegah orang infeksi alami gejala parah hingga tinggal vaksinasi bagaimana	Tangerang, Indonesia
1747	senang senang siswa vaksinasi	Tangerang, Indonesia
1748	olahraga vaksinasi olahraga hari ikut next	Tangerang-Jkt
1749	vaksinasi vaksin teh cynobag	Tangerang.Banten.Indonesia
1750	kalau rakyat kecil vaksin kw anggar covid lanjut go	Tanjungbumi, Indonesia
1751	sholat subuh dulu pergi cari rejeki doa semua moga pagi jadi berkah teman teman titik terang masalah hadap wabah sama cepat kendali upaya coba pimpin vaksinasi	Tarakan, Kalimantan utara
1752	vaksin terima kartu ubah jadi id card	Tarutung, Indonesia
1753	gan pernah print sertifikat vaksin bentuk kartu biasa mana lebih baik buat e certificate aja	Tasikmalaya - indonesia
1754	gan pernah print sertifikat vaksin bentuk kartu mana biasa lebih baik e certificate	Tasikmalaya - indonesia
1755	prioritas vaksinasi covid lambat	Tasikmalaya, Jawa Barat
1756	banyak pihak dukung hasil uang lebih baik tt vaksin lebih tinggi khasiat	Tasikmalaya, Jawa Barat
1757	emih uak notabennya orang tua orang tua mau vaksin beberapa alas masing masing bujuk dosis vaksin nih vaksin yuk jawab selalu bae lah tua yah tua baik vaksin dulu	Tasikmalaya, Jawa Barat
1758	meski satu satu harap vaksin	Tebet, Indonesia
1759	lokasi vaksin padahal lokasi beda mana coba puskesmas brohol	Tebing Tinggi, North Sumatera   
1760	mungkin singapura bumn sedang beres jadi tinggal urus vaksin kali	Tegal, Jawa Tengah
1761	terima jasa cetak kartu vaksin rb bolak balik	Tegal, Jawa Tengah
1762	kejut sepupu beri tahu pph vaksinasi bukankah beri tahu dulu huff	Tegal, Jawa Tengah
1763	salah satu alas serang vaksin serah polri juta dosis serah perintah daerah program vaksinasi jelas	Tegal, Jawa Tengah
1764	kesal tahan vaksin data daftar staf	Tegal-Jakarta
1765	vaksin kalau kena covid biasa aja waktu kecil dapet vaksin campak kalau gede campak	Temanggung
1766	sosmastalk halo sahabat sehat selalu mana kalian rangkai sosmas talk kali divisi sosial komunitas beri informasi program vaksinasi covid	Temanggung, Indonesia
1767	daerah batas vaksin jangan sia sia sempat vaksin	Tibet
1768	ayo jangan lewat sempat vaksinasi	Tibet
1769	kunci sukses tanggulang cegah sebar virus covid disiplin laksana vaksinasi protokol sehat lindung diri negara pandemi covid	Tibet
1770	kunci negara bebas situasi pandemi terap vaksin jaga ketat proses indonesia sehat	Tibet
1771	ppkm darurat mudah akses vaksin ikan suplemen vitamin masker handitizer bahan dasar data kemensos vaksin laku sosialisasi prokes henti pak	Tolitoli, Sulawesi Tengah
1772	usaha dukung sertifikat vaksin bagai syarat masuk mal dorong cepat vaksinasi	Tolitoli, Sulawesi Tengah
1773	perang lawan covid terus donasi pak saran pak libat rw masjid tempat ibadah titip umum vaksin cara kala mis xweeks mudah akses vaksin warga	Tolitoli, Sulawesi Tengah
1774	kasus sama alami tetangga desa vaksin demam dingin beberapa tinggal padahal sehat sehat kalau jujur takut suntik	Tuban - Depok, Jawa Barat
1775	ktp el buat daftar vaksin online pakai podcast om deddy cerita betapa buruk birokrasi negeri	Tulungagung
1776	jumlah kasus hari covid indonesia terus tingkat beberapa hari akhir patuh prokes anjur perintah gera m bareng vaksinasi	Tulungagung - East Java
1777	suntik vaksin jalan proses bisnis wahyu sukarta tekan angka covid rate	Tulungagung - East Java
1778	tangan vaksin	Tulungagung, Indonesia
1779	vaksin campak	Tulungagung, Indonesia
1780	amerika negara tangan pandemi covid sangat buruk kasus roket hingga ribu hari mati rumah sakit runtuh genting indonesia sekarang puncak bulan januari lihat sekarang final nba kerumun ribu orang kunci vaksinasi	Tungkal Ulu,Jambi,Indonesia 
1781	situasi hari darurat uji tetap tenang bahaya orang kata patah kata tengah tengah orang orang gejolak datang kritik hoaks vaksin tahan serang pribadi panggil reporter beri dukung bagai tipu syiah metode selalu sangat pecah belah	Ungaran, Indonesia
1782	covid mulai turun mati kurang alhamdulillah moga tahan ppkm lanjut aktivitas normal terima kasih pak ayo vaksin kabupaten semarang pak banyak kerja luar kota kerja vaksin	Ungaran, Indonesia
1783	budak puskesmas buka vaksin vaksin mau daftar sana sini full	West Borneo, Indonesia
1784	tiba tiba malas vaksinasi aku malas keluar rumah	West Borneo, Indonesia
1785	hasil teliti provinsi jiangshu china khasiat vaksin antibodi covid sinovac tahan bulan dosis beri	West Java
1786	stok vaksin minim program kendala program vaksinasi covid kabupaten purwakarta kendala suplai vaksin pemprov jawa barat pusat panjang juli pemkab purwakarta vial vaksin dosis	West Java, Indonesia
1787	telur palsu beras palsu oli palsu main palsu jam palsu tv palsu ponsel palsu elektronik palsu onderdil mobil palsu sepeda motor palsu kosmetik palsu tubuh palsu matahari palsu semua merek palsu vaksin palsu vaksin negara bangun palsu idiot sembah bukan	West Java, Indonesia
1788	tunggu bulan mas vaksin	West Java, Indonesia
1789	alhamdulillah ayo vaksin	West Java, Indonesia
1790	jual hasil swab test bis antar kota rp kk dukung usaha orang aduh jangan kasih tau dinas hubung polisi karna anggota bin sibuk jadi tugas imunisasi vaksin ambil alih tugas ibu posyandu balada negara wakanda	West Java, Indonesia
1791	headline koran benak masyarakat edisi juli gimmick vaksin dongkrak ekonomi buah promosi jual kavling tanah iming iming libur amerika serikat muncul jumlah portal khusus jual properti tanah rumah	West Java, Indonesia
1792	ners mau tanya vaksin covid sedang sosialisasi masyarakat tepat varian delta baru alias alpha beta jadi apa jadi tubuh suatu varian delta tencu ners	West Java, Indonesia
1793	saran vaksin mau bilang takut mati sakit saran swab mau kata orang sehat tes milik gejala hasil swab tunjuk sakit biasa gilir ppkm panjang marah orang paling derita sendiri	West Java, Indonesia
1794	oksigen gratis produksi pazam tni au halaman ubah perilaku humas bandung kepala staf tni ksa marsekal tni fadjar prasetyo tinjau laksana vaksinasi massal produksi oksigen lanud husein sastranegara giat sebut laksana hari senin	West Java, Indonesia
1795	teman kakak sulit cari tempat vaksinasi kota bogor tiap daftar online sempat mau daftar lewat pak percaya covid jadi mau bantu daftar warga	West Java, Indonesia
1796	kalau gimana waktu pertama mau vaksin polsek cipayung gan soal batuk batuk sembuh vaksin tempat lokasi cipayung kantor polisi meski vaksin sini	West Java, Indonesia
1797	banyak berita miring sinovac kok lama mikirnya dok sinovac dulu sama pilih guide postingan pre vaksin bulan pasca vaksin sinovac efektif	West Java, Indonesia
1798	sekarang polisi tni mungkin kerja terus anggota bin bagai tugas imunisasi vaksin ambil peran ibu posyandu duh balada negara wakanda	West Java, Indonesia
1799	regulator eropa izin vaksin modern anak anak usia	West Java, Indonesia
1800	sempat banyak masyarakat terima vaksinasi massal jenis sinovac paket sembako terima vaksinasi warga lanud husein sastranegara lanud sulaiman	West Java, Indonesia
1801	headline koran benak masyarakat edisi juli gimmick vaksin dongkrak ekonomi promosi jual kavling tanah iming iming libur amerika serikat muncul jumlah portal khusus jual properti tanah rumah	West Java, Indonesia
1802	coba cari informasi lebih lanjut baca tweetnya vaksin dokter adam astra zeneca vaksin pfizer beri efektivitas lebih tinggi masalah stok vaksin batas pilih	West Java, Indonesia
1803	komisi v dpr ri bidang sehat rekomendasi dinas sehat papua gencar sosialisasi manfaat vaksinasi covid   	West Papua
1804	astrazeneca vaksin pertama minggu batuk pilek beberapa hari vaksin gejala sama sekali	West Papua 
1805	isi form kae to i isi kae arti ikut antri vaksin no	Wonogiri, Indonesia
1806	saran vaksin mau bilang takut mati sakit saran swab mau bilang orang sehat tes gejala hasil swab tunjuk sakit biasa gilir ppkm panjang marah orang paling derita sendiri	Wonogiri, Indonesia
1807	moga manfaat link penting tahu pandemi link self report link cari kamar rumah sakit link cari vaksin informasi oksigen	Wonogiri, Indonesia
1808	tunggu undang vaksin	Wonogiri, Indonesia
1809	beberapa cara laku bantu tenaga sehat perintah hadap covid patuh ppkm darurat segera vaksin lawan hoax tangan pandemi	Wonosari, Gunungkidul, Yogya
1810	warna rambut merah kering tugas vaksin ira kepala lumur darah hendak panggil ambulans	Wonosobo 
1811	vaksin curi gudang departemen sehat jual cara ilegal lapang tiga dokter libat satu agen pasar vaksin jual harga rp ribu	Wonosobo, Indonesia
1812	soal tempat vaksin cuma puskesmas cuma buka jam gin kalau rumah sakit jauh pak kilo tempat tinggal jadi banyak warga ragu ragu vaksin jauh sekali	Yogyakarta
1813	jadi agen solutif muhammadiyah milik pandang agama inklusif urus muamalah muamalah beda islam rupa media saling kenal cinta toleran	Yogyakarta
1814	kira kira hotel de luna tanya bukti vaksin hasil swabnya	Yogyakarta
1815	kira kira hotel de luna bukti vaksin hasil swabnya tanya	Yogyakarta
1816	lapang tunjuk target keluar vaksin	Yogyakarta
1817	bagai upaya wujud target tiga juta vaksinasi per hari tempat wisata daerah istimewa yogyakarta dialihfungsikan jadi pusat vaksinasi laku pariwisata ekonomi kreatif	Yogyakarta
1818	bidadari bidadari kota laku bentuk sukarelawan siap turun lapang beri vaksin aju aplikasi vaksin dinas sehat eksekusi laku teman teman masa muda diy dbwh supervisi lknu bib	Yogyakarta
1819	vaksinasi satu alam	Yogyakarta
1820	banyak uang vaksinasi	Yogyakarta
1821	serah kalian kalau ragu sama vaksin jangan suruh orang bohong langgar kode etik sama hina profesi orang	Yogyakarta
1822	vaksin khusus teman teman aktivis tinggal jawa ayo jangan khawatir banyak alas segera vaksinasi takut sakit minta dokter periksa kalah ibu milik sakit jantung vaksin lengkap semangat	Yogyakarta
1823	kang emil harap vaksinasi cepat masyarakat jabar capai imunitas kelompok waktu dekat	Yogyakarta
1824	bupati sleman apresiasi warga antusias ikut vaksinasi covid tebing breksi	Yogyakarta
1825	kesal dengar banyak teman sering riak nyata banyak vaksin vaksinasi egois lindung diri sendiri lindung hormat hak orang atas sehat dasar perlu ajar	Yogyakarta
